DOBEC	OBEC	OKRES	PSC	DPOSTA	POSTA	KOD_OKR	KRAJ	
Gribov	Gribov	Stropkov	090 22	Bukovce	Bukovce	711	PV	
Grodzin	Grodzin	Vranov nad Topľou	094 31	Hanušovce nad Topľou	Hanušovce nad Topľou	713	PV	
Grúne	Grúne	Dolný Kubín	027 05	Zázrivá	Zázrivá	503	ZI	
Gruzovce	Gruzovce	Humenné	067 22	Ohradzany	Ohradzany	702	PV	
Gúg	Gúg	Nové Zámky	941 23	Andovce	Andovce	404	NI	
Gyňov	Gyňov	Košice-okolie	044 14	Čaňa	Čaňa	806	KI	
Habovka	Habovka	Tvrdošín	027 32	Zuberec	Zuberec	510	ZI	
Habura	Habura	Medzilaborce	067 52	Habura	Habura	705	PV	
Hačava	Hačava	Rimavská Sobota	981 01	Hnúšťa 1	Hnúšťa 1	609	BC	
Hačava	Hačava	Košice-okolie	044 02	Turňa nad Bodvou	Turňa nad Bodvou	806	KI	
Hadoše	Hadoše	Považská Bystrica	018 02	Dolná Mariková	Dolná Mariková	306	TC	
Hadovce	Hadovce	Komárno	945 01	Komárno 1	Komárno 1	401	NI	
Hadušovce	Hadušovce	Spišská Nová Ves	053 13	Letanovce	Letanovce	810	KI	
Hadviga	Hadviga	Turčianske Teplice	038 22	Slovenské Pravno	Slovenské Pravno	509	ZI	
Hágy	Hágy	Kežmarok	059 04	Spišské Hanušovce	Spišské Hanušovce	703	PV	
Háj	Háj	Turčianske Teplice	039 01	Turčianske Teplice	Turčianske Teplice	509	ZI	
Háj	Háj	Košice-okolie	044 02	Turňa nad Bodvou	Turňa nad Bodvou	806	KI	
Hájiky - Maky	Hájiky - Maky	Poltár	987 01	Poltár	Poltár	607	BC	
Hajná Nová Ves	Hajná Nová Ves	Topoľčany	956 03	Hajná Nová Ves	Hajná Nová Ves	406	NI	
Hajnáčka	Hajnáčka	Rimavská Sobota	980 33	Hajnáčka	Hajnáčka	609	BC	
Hájniky	Hájniky	Zvolen	962 31	Sliač	Sliač	611	BC	
Hájske	Hájske	Šaľa	951 33	Hájske	Hájske	405	NI	
Hajtovka	Hajtovka	Stará Ľubovňa	065 45	Plavnica	Plavnica	710	PV	
Haláčovce	Haláčovce	Bánovce nad Bebravou	956 55	Veľké Chlievany	Veľké Chlievany	301	TC	
Halič	Halič	Lučenec	985 11	Halič	Halič	606	BC	
Halič	Halič	Lučenec	984 01	Lučenec 1	Lučenec 1	606	BC	
Haligovce	Haligovce	Stará Ľubovňa	065 34	Veľká Lesná	Veľká Lesná	710	PV	
Haluzice	Haluzice	Nové Mesto n.Váhom	913 07	Bošáca	Bošáca	304	TC	
Hámor	Hámor	Brezno	976 66	Polomka	Polomka	603	BC	
Hámre	Hámre	Gelnica	053 33	Nálepkovo	Nálepkovo	801	KI	
Hámre	Hámre	Trenčín	913 21	Trenčianska Turná	Trenčianska Turná	309	TC	
Hámre - Dolné Hámre	Hámre - Dolné Hámre	Žarnovica	966 61	Hodruša-Hámre 1	Hodruša-Hámre 1	612	BC	
Hámre - Horné Hámre	Hámre - Horné Hámre	Žarnovica	966 71	Horné Hámre	Horné Hámre	612	BC	
Hamuliakovo	Hamuliakovo	Senec	900 43	Hamuliakovo	Hamuliakovo	108	BL	
Handlová	Handlová	Prievidza	972 51	Handlová	Handlová	307	TC	
Hanigovce	Hanigovce	Sabinov	082 56	Pečovská Nová Ves	Pečovská Nová Ves	708	PV	
Haniska	Haniska	Košice-okolie	044 57	Haniska	Haniska	806	KI	
Haniska	Haniska	Prešov	080 01	Prešov 1	Prešov 1	707	PV	
Hanková	Hanková	Rožňava	049 34	Markuška	Markuška	808	KI	
Hankovce	Hankovce	Bardejov	086 46	Hankovce pri Giraltovciach	Hankovce pri Gir.	701	PV	
Hankovce	Hankovce	Humenné	067 12	Koškovce	Koškovce	702	PV	
Hanušovce nad Topľou	Hanušovce nad Topľou	Vranov nad Topľou	094 31	Hanušovce nad Topľou	Hanušovce nad Topľou	713	PV	
Harakovce	Harakovce	Levoča	053 05	Beharovce	Beharovce	704	PV	
Harhaj	Harhaj	Bardejov	086 45	Marhaň	Marhaň	701	PV	
Harichovce	Harichovce	Spišská Nová Ves	053 01	Harichovce	Harichovce	810	KI	
Harmanec	Harmanec	Banská Bystrica	976 03	Harmanec	Harmanec	601	BC	
Harmónia	Harmónia	Pezinok	900 01	Modra 1	Modra 1	107	BL	
Harvelka	Harvelka	Čadca	023 05	Nová Bystrica pri Čadci	Nová Bystrica pri Č.	502	ZI	
Hatalov	Hatalov	Michalovce	072 16	Hatalov	Hatalov	807	KI	
Hatné	Hatné	Považská Bystrica	018 02	Dolná Mariková	Dolná Mariková	306	TC	
Havaj	Havaj	Stropkov	090 23	Havaj	Havaj	711	PV	
Havka	Havka	Kežmarok	061 01	Spišská Stará Ves	Spišská Stará Ves	703	PV	
Havran	Havran	Senica	906 04	Rohov	Rohov	205	TA	
Havranec	Havranec	Svidník	090 02	Kružlová	Kružlová	712	PV	
Havrania	Havrania	Dolný Kubín	027 05	Zázrivá	Zázrivá	503	ZI	
Havrania Dolina	Havrania Dolina	Spišská Nová Ves	053 76	Mlynky	Mlynky	810	KI	
Hažín	Hažín	Michalovce	072 34	Zalužice	Zalužice	807	KI	
Hažín nad Cirochou	Hažín nad Cirochou	Humenné	067 83	Kamenica nad Cirochou	Kamenica nad Ciroch.	702	PV	
Hažlín	Hažlín	Bardejov	086 14	Hažlín	Hažlín	701	PV	
Heďbeneéte	Heďbeneéte	Dunajská Streda	929 01	Dunajská Streda 1	Dunajská Streda 1	201	TA	
Helcmanovce	Helcmanovce	Gelnica	055 63	Helcmanovce	Helcmanovce	801	KI	
Heľpa	Heľpa	Brezno	976 68	Heľpa	Heľpa	603	BC	
Henckovce	Henckovce	Rožňava	049 23	Nižná Slaná	Nižná Slaná	808	KI	
Henclová	Henclová	Gelnica	053 33	Nálepkovo	Nálepkovo	801	KI	
Hencovce	Hencovce	Vranov nad Topľou	093 02	Vranov nad Topľou 2	Vranov nad Topľou 2	713	PV	
Hendrichovce	Hendrichovce	Prešov	082 35	Hendrichovce	Hendrichovce	707	PV	
Herľany	Herľany	Košice-okolie	044 45	Bidovce	Bidovce	806	KI	
Herman	Herman	Lučenec	985 53	Mýtna	Mýtna	606	BC	
Hermanovce	Hermanovce	Prešov	082 35	Hendrichovce	Hendrichovce	707	PV	
Hermanovce nad Topľou	Hermanovce n/ Topľou	Vranov nad Topľou	094 34	Bystré nad Topľou	Bystré nad Topľou	713	PV	
Hertník	Hertník	Bardejov	086 42	Hertník	Hertník	701	PV	
Hervartov	Hervartov	Bardejov	086 22	Kľušov	Kľušov	701	PV	
Hetméň	Hetméň	Šaľa	927 01	Šaľa 1	Šaľa 1	405	NI	
Hiadeľ	Hiadeľ	Banská Bystrica	976 61	Lučatín	Lučatín	601	BC	
Hincovce	Hincovce	Spišská Nová Ves	053 63	Spišský Hrušov	Spišský Hrušov	810	KI	
Hladovka	Hladovka	Tvrdošín	027 13	Suchá Hora	Suchá Hora	510	ZI	
Hlavice	Hlavice	Čadca	023 22	Klokočov pri Čadci	Klokočov pri Čadci	502	ZI	
Hlboké	Hlboké	Senica	906 31	Hlboké	Hlboké	205	TA	
Hlboké	Hlboké	Považská Bystrica	018 03	Horná Mariková	Horná Mariková	306	TC	
Hlboké nad Váhom	Hlboké nad Váhom	Bytča	014 01	Bytča 1	Bytča 1	501	ZI	
Hlinené	Hlinené	Čadca	023 54	Turzovka	Turzovka	502	ZI	
Hliník	Hliník	Komárno	945 01	Komárno 1	Komárno 1	401	NI	
Hliník	Hliník	Liptovský Mikuláš	032 23	Liptovská Sielnica	Liptovská Sielnica	505	ZI	
Hliník nad Hronom	Hliník nad Hronom	Žiar nad Hronom	966 01	Hliník nad Hronom	Hliník nad Hronom	613	BC	
Hliník nad Váhom	Hliník nad Váhom	Bytča	014 01	Bytča 1	Bytča 1	501	ZI	
Hlinné	Hlinné	Vranov nad Topľou	094 35	Soľ	Soľ	713	PV	
Hlivištia	Hlivištia	Sobrance	073 01	Sobrance	Sobrance	809	KI	
Hlohovec	Hlohovec	Hlohovec			Pozri zoz.ulíc s PSČ	203	TA	
Hloža	Hloža	Púchov	018 61	Beluša	Beluša	308	TC	
Hniezdne	Hniezdne	Stará Ľubovňa	065 01	Hniezdne	Hniezdne	710	PV	
Hnilčík	Hnilčík	Spišská Nová Ves	053 32	Hnilčík	Hnilčík	810	KI	
Hnilec	Hnilec	Spišská Nová Ves	053 75	Hnilec	Hnilec	810	KI	
Hnojné	Hnojné	Michalovce	072 33	Hnojné	Hnojné	807	KI	
Hnúšťa	Hnúšťa	Rimavská Sobota	981 01	Hnúšťa 1	Hnúšťa 1	609	BC	
Hodejov	Hodejov	Rimavská Sobota	980 31	Hodejov	Hodejov	609	BC	
Hodejovec	Hodejovec	Rimavská Sobota	980 02	Jesenské	Jesenské	609	BC	
Hodkovce	Hodkovce	Spišská Nová Ves	053 61	Spišské Vlachy	Spišské Vlachy	810	KI	
Hodkovce	Hodkovce	Košice-okolie	044 21	Šemša	Šemša	806	KI	
Hodruša - Hámre	Hodruša - Hámre	Žarnovica	966 61	Hodruša-Hámre 1	Hodruša-Hámre 1	612	BC	
Hodulov Vrch	Hodulov Vrch	Myjava	916 14	Hrašné	Hrašné	303	TC	
Hokovce	Hokovce	Levice	935 84	Horné Semerovce	Horné Semerovce	402	NI	
Holanovo	Holanovo	Komárno	947 01	Hurbanovo 1	Hurbanovo 1	401	NI	
Holčíkovce	Holčíkovce	Vranov nad Topľou	094 05	Holčíkovce	Holčíkovce	713	PV	
Holiare	Holiare	Komárno	946 16	Bodza	Bodza	401	NI	
Holice	Holice	Dunajská Streda	930 34	Holice na Ostrove	Holice na Ostrove	201	TA	
Holíč	Holíč	Skalica	908 51	Holíč 1	Holíč 1	206	TA	
Holiša	Holiša	Lučenec	985 57	Holiša	Holiša	606	BC	
Holotka	Holotka	Nitra	951 42	Zbehy	Zbehy	403	NI	
Holumnica	Holumnica	Kežmarok	059 94	Holumnica	Holumnica	703	PV	
Honce	Honce	Rožňava	049 32	Štítnik	Štítnik	808	KI	
Hontianska Vrbica	Hontianska Vrbica	Levice	935 55	Hontianska Vrbica	Hontianska Vrbica	402	NI	
Hontianske Moravce	Hontianske Moravce	Krupina	962 71	Dudince	Dudince	605	BC	
Hontianske Nemce	Hontianske Nemce	Krupina	962 65	Hontianske Nemce	Hontianske Nemce	605	BC	
Hontianske Tesáre	Hontianske Tesáre	Krupina	962 68	Hontianske Tesáre	Hontianske Tesáre	605	BC	
Hontianske Trsťany	Hontianske Trsťany	Levice	935 86	Hontianske Trsťany	Hontianske Trsťany	402	NI	
Horelica	Horelica	Čadca	022 01	Čadca 1	Čadca 1	502	ZI	
Horenická Hôrka	Horenická Hôrka	Púchov	020 61	Lednické Rovne	Lednické Rovne	308	TC	
Horňa	Horňa	Sobrance	073 01	Sobrance	Sobrance	809	KI	
Horná Breznica	Horná Breznica	Púchov	020 61	Lednické Rovne	Lednické Rovne	308	TC	
Horná Dolina	Horná Dolina	Senica	906 05	Sobotište	Sobotište	205	TA	
Horná Hriňová	Horná Hriňová	Detva	962 05	Hriňová	Hriňová	604	BC	
Horná Kráľová	Horná Kráľová	Šaľa	951 32	Horná Kráľová	Horná Kráľová	405	NI	
Horná Krupá	Horná Krupá	Trnava	919 65	Dolná Krupá	Dolná Krupá	207	TA	
Horná Lehota	Horná Lehota	Dolný Kubín	027 41	Oravský Podzámok	Oravský Podzámok	503	ZI	
Horná Lehota	Horná Lehota	Brezno	976 81	Podbrezová	Podbrezová	603	BC	
Horná Mariková	Horná Mariková	Považská Bystrica	018 03	Horná Mariková	Horná Mariková	306	TC	
Horná Mičiná	Horná Mičiná	Banská Bystrica	974 01	Banská Bystrica 1	Banská Bystrica 1	601	BC	
Horná Môlča	Horná Môlča	Banská Bystrica	974 01	Banská Bystrica 1	Banská Bystrica 1	601	BC	
Horná Poruba	Horná Poruba	Ilava	018 35	Horná Poruba	Horná Poruba	302	TC	
Horná Potôň	Horná Potôň	Dunajská Streda	930 36	Horná Potôň	Horná Potôň	201	TA	
Horná Potôň - Lúky	Horná Potôň - Lúky	Dunajská Streda	930 52	Blahová	Blahová	201	TA	
Horná Seč	Horná Seč	Levice	935 31	Dolná Seč	Dolná Seč	402	NI	
Horná Streda	Horná Streda	Nové Mesto n.Váhom	916 24	Horná Streda	Horná Streda	304	TC	
Horná Strehová	Horná Strehová	Veľký Krtíš	991 02	Dolná Strehová	Dolná Strehová	610	BC	
Horná Súča	Horná Súča	Trenčín	913 33	Horná Súča	Horná Súča	309	TC	
Horná Štubňa	Horná Štubňa	Turčianske Teplice	038 46	Horná Štubňa	Horná Štubňa	509	ZI	
Horná Tižina	Horná Tižina	Žilina	013 06	Terchová	Terchová	511	ZI	
Horná Trnávka	Horná Trnávka	Žiar nad Hronom	966 01	Hliník nad Hronom	Hliník nad Hronom	613	BC	
Horná Ves	Horná Ves	Prievidza	972 48	Horná Ves	Horná Ves	307	TC	
Horná Ves	Horná Ves	Žiar nad Hronom	967 01	Kremnica 1	Kremnica 1	613	BC	
Horná Závrská	Horná Závrská	Trenčín	913 33	Horná Súča	Horná Súča	309	TC	
Horná Zlatná	Horná Zlatná	Komárno	946 12	Zlatná na Ostrove	Zlatná na Ostrove	401	NI	
Horná Ždaňa	Horná Ždaňa	Žiar nad Hronom	966 04	Horná Ždaňa	Horná Ždaňa	613	BC	
Horňany	Horňany	Trenčín	913 24	Svinná	Svinná	309	TC	
Horné Breziny	Horné Breziny	Zvolen	962 61	Dobrá Niva	Dobrá Niva	611	BC	
Horné Držkovce	Horné Držkovce	Bánovce nad Bebravou	956 54	Veľké Držkovce	Veľké Držkovce	301	TC	
Horné Dubové	Horné Dubové	Trnava	919 65	Dolná Krupá	Dolná Krupá	207	TA	
Horné Hámre	Horné Hámre	Žarnovica	966 71	Horné Hámre	Horné Hámre	612	BC	
Horné Chlebany	Horné Chlebany	Topoľčany	956 31	Krušovce	Krušovce	406	NI	
Horné Janíky	Horné Janíky	Dunajská Streda	930 39	Zlaté Klasy	Zlaté Klasy	201	TA	
Horné Jaseno	Horné Jaseno	Martin	038 02	Dražkovce pri Martine	Dražkovce pri Mart.	506	ZI	
Horné Kočkovce	Horné Kočkovce	Púchov	020 01	Púchov 1	Púchov 1	308	TC	
Horné Košariská	Horné Košariská	Myjava	906 15	Košariská	Košariská	303	TC	
Horné Krškany	Horné Krškany	Nitra	949 05	Nitra 5	Nitra 5	403	NI	
Horné Lefantovce	Horné Lefantovce	Nitra	951 45	Horné Lefantovce	Horné Lefantovce	403	NI	
Horné Lelovce	Horné Lelovce	Prievidza	972 71	Nováky	Nováky	307	TC	
Horné Lovčice	Horné Lovčice	Trnava	919 27	Brestovany	Brestovany	207	TA	
Horné Mladonice	Horné Mladonice	Krupina	962 43	Senohrad	Senohrad	605	BC	
Horné Motešice	Horné Motešice	Trenčín	913 26	Motešice	Motešice	309	TC	
Horné Mýto	Horné Mýto	Dunajská Streda	930 13	Trhová Hradská	Trhová Hradská	201	TA	
Horné Naštice	Horné Naštice	Bánovce nad Bebravou	956 41	Uhrovec	Uhrovec	301	TC	
Horné Obdokovce	Horné Obdokovce	Topoľčany	956 08	Horné Obdokovce	Horné Obdokovce	406	NI	
Horné Orešany	Horné Orešany	Trnava	919 03	Horné Orešany	Horné Orešany	207	TA	
Horné Otrokovce	Horné Otrokovce	Hlohovec	920 62	Horné Otrokovce	Horné Otrokovce	203	TA	
Horné Ozorovce	Horné Ozorovce	Bánovce nad Bebravou	957 03	Bánovce nad Bebravou 1	Bánovce nad Beb. 1	301	TC	
Horné Plachtince	Horné Plachtince	Veľký Krtíš	991 24	Dolné Plachtince	Dolné Plachtince	610	BC	
Horné Príbelce	Horné Príbelce	Veľký Krtíš	991 25	Čebovce	Čebovce	610	BC	
Horné Pršany	Horné Pršany	Banská Bystrica	974 05	Banská Bystrica 5	Banská Bystrica 5	601	BC	
Horné Rykynčice	Horné Rykynčice	Krupina	962 55	Rykynčice	Rykynčice	605	BC	
Horné Saliby	Horné Saliby	Galanta	925 03	Horné Saliby	Horné Saliby	202	TA	
Horné Saliby - časť Hrušov	Horné Saliby - Hrušov	Galanta	925 02	Dolné Saliby	Dolné Saliby	202	TA	
Horné Semerovce	Horné Semerovce	Levice	935 84	Horné Semerovce	Horné Semerovce	402	NI	
Horné Sľažany	Horné Sľažany	Zlaté Moravce	951 71	Sľažany	Sľažany	407	NI	
Horné Srnie	Horné Srnie	Trenčín	914 42	Horné Srnie	Horné Srnie	309	TC	
Horné Strháre	Horné Strháre	Veľký Krtíš	991 03	Pôtor	Pôtor	610	BC	
Horné Štitáre	Horné Štitáre	Topoľčany	956 03	Hajná Nová Ves	Hajná Nová Ves	406	NI	
Horné Trhovište	Horné Trhovište	Hlohovec	920 66	Horné Trhovište	Horné Trhovište	203	TA	
Horné Turovce	Horné Turovce	Levice	935 81	Horné Turovce	Horné Turovce	402	NI	
Horné Vestenice	Horné Vestenice	Prievidza	972 22	Nitrica	Nitrica	307	TC	
Horné Zahorany	Horné Zahorany	Rimavská Sobota	980 26	Lukovištia	Lukovištia	609	BC	
Horné Zelenice	Horné Zelenice	Hlohovec	920 52	Siladice	Siladice	203	TA	
Horný Badín	Horný Badín	Krupina	962 51	Čabradský Vrbovok	Čabradský Vrbovok	605	BC	
Horný Bar	Horný Bar	Dunajská Streda	930 33	Horný Bar	Horný Bar	201	TA	
Horný Čepeň	Horný Čepeň	Galanta	926 01	Sereď 1	Sereď 1	202	TA	
Horný Ďur	Horný Ďur	Levice	935 34	Veľký Ďur	Veľký Ďur	402	NI	
Horný Hričov	Horný Hričov	Žilina	013 42	Horný Hričov	Horný Hričov	511	ZI	
Horný Jalšovík	Horný Jalšovík	Krupina	962 41	Bzovík	Bzovík	605	BC	
Horný Jatov	Horný Jatov	Šaľa	925 71	Trnovec nad Váhom	Trnovec nad Váhom	405	NI	
Horný Jelenec	Horný Jelenec	Banská Bystrica	976 02	Staré Hory	Staré Hory	601	BC	
Horný Kalník	Horný Kalník	Martin	038 02	Dražkovce pri Martine	Dražkovce pri Mart.	506	ZI	
Horný Lieskov	Horný Lieskov	Považská Bystrica	018 21	Dolný Lieskov	Dolný Lieskov	306	TC	
Horný Moštenec	Horný Moštenec	Považská Bystrica	017 01	Považská Bystrica 1	Považská Bystrica 1	306	TC	
Horný Ohaj	Horný Ohaj	Nitra	952 01	Vráble	Vráble	403	NI	
Horný Pial	Horný Pial	Levice	935 37	Dolný Pial	Dolný Pial	402	NI	
Horný Smokovec	Horný Smokovec	Poprad	062 01	Starý Smokovec	Starý Smokovec	706	PV	
Horný Štefanov	Horný Štefanov	Tvrdošín	027 44	Tvrdošín 1	Tvrdošín 1	510	ZI	
Horný Tisovník	Horný Tisovník	Detva	962 75	Horný Tisovník	Horný Tisovník	604	BC	
Horný Turček	Horný Turček	Turčianske Teplice	038 48	Turček	Turček	509	ZI	
Horný Vadičov	Horný Vadičov	Kysucké Nové Mesto	023 45	Horný Vadičov	Horný Vadičov	504	ZI	
Horný Vinodol	Horný Vinodol	Nitra	951 06	Vinodol	Vinodol	403	NI	
Horovce	Horovce	Púchov	020 62	Horovce pri Púchove	Horovce pri Púchove	308	TC	
Horovce	Horovce	Michalovce	072 02	Tušická Nová Ves	Tušická Nová Ves	807	KI	
Horša	Horša	Levice	934 01	Levice 1	Levice 1	402	NI	
Hoste	Hoste	Galanta	925 45	Abrahám	Abrahám	202	TA	
Hostice	Hostice	Rimavská Sobota	980 04	Hostice	Hostice	609	BC	
Hostie	Hostie	Zlaté Moravce	951 94	Hostie	Hostie	407	NI	
Hostišovce	Hostišovce	Rimavská Sobota	980 23	Teplý Vrch	Teplý Vrch	609	BC	
Hosťová	Hosťová	Nitra	951 02	Pohranice	Pohranice	403	NI	
Hosťovce	Hosťovce	Zlaté Moravce	951 91	Hosťovce	Hosťovce	407	NI	
Hosťovce	Hosťovce	Košice-okolie	044 02	Turňa nad Bodvou	Turňa nad Bodvou	806	KI	
Hostovice	Hostovice	Snina	067 35	Pčoliné	Pčoliné	709	PV	
Hoštiná	Hoštiná	Púchov	020 01	Púchov 1	Púchov 1	308	TC	
Hozelec	Hozelec	Poprad	059 11	Hozelec	Hozelec	706	PV	
Hôrka	Hôrka	Poprad	059 12	Hôrka pri Poprade	Hôrka pri Poprade	706	PV	
Hôrka nad Váhom	Hôrka nad Váhom	Nové Mesto n.Váhom	916 32	Hôrka nad Váhom	Hôrka nad Váhom	304	TC	
Hôrky	Hôrky	Žilina	010 04	Žilina 4	Žilina 4	511	ZI	
Hrabičov	Hrabičov	Žarnovica	966 78	Hrabičov	Hrabičov	612	BC	
Hrabkov	Hrabkov	Prešov	082 33	Chminianska Nová Ves	Chminianska Nová Ves	707	PV	
Hrabová Roztoka	Hrabová Roztoka	Snina	067 73	Ubľa	Ubľa	709	PV	
Hrabovčík	Hrabovčík	Svidník	089 01	Svidník	Svidník	712	PV	
Hrabové	Hrabové	Bytča	014 01	Bytča 1	Bytča 1	501	ZI	
Hrabovec	Hrabovec	Bardejov	086 11	Hrabovec	Hrabovec	701	PV	
Hrabovec nad Laborcom	Hrabovec n/ Laborcom	Humenné	067 01	Radvaň nad Laborcom	Radvaň nad Laborcom	702	PV	
Hrabovka	Hrabovka	Trenčín	913 32	Dolná Súča	Dolná Súča	309	TC	
Hrabovka	Hrabovka	Púchov	020 01	Púchov 1	Púchov 1	308	TC	
Hrabovo	Hrabovo	Poltár	985 01	Kalinovo	Kalinovo	607	BC	
Hrabské	Hrabské	Bardejov	086 06	Malcov	Malcov	701	PV	
Hrabušice	Hrabušice	Spišská Nová Ves	053 15	Hrabušice	Hrabušice	810	KI	
Hradisko	Hradisko	Kežmarok	059 71	Ľubica	Ľubica	703	PV	
Hradisko	Hradisko	Svidník	090 42	Okruhlé	Okruhlé	712	PV	
Hradisko	Hradisko	Prešov	082 67	Terňa	Terňa	707	PV	
Hradište	Hradište	Partizánske	958 54	Hradište pri Partizánskom	Hradište pri Partiz.	305	TC	
Hradište	Hradište	Poltár	985 25	Uhorské	Uhorské	607	BC	
Hradište pod Vrátnom	Hradište pod Vrátnom	Senica	906 12	Hradište pod Vrátnom	Hradište pod Vrátnom	205	TA	
Hradištská Moľva	Hradištská Moľva	Michalovce	072 06	Malčice	Malčice	807	KI	
Hradná	Hradná	Bytča	013 52	Súľov	Súľov	501	ZI	
Hrádok	Hrádok	Nové Mesto n.Váhom	916 33	Hrádok nad Váhom	Hrádok nad Váhom	304	TC	
Hrachovište	Hrachovište	Nové Mesto n.Váhom	916 16	Krajné	Krajné	304	TC	
Hrachovo	Hrachovo	Rimavská Sobota	980 52	Hrachovo	Hrachovo	609	BC	
Hraň	Hraň	Trebišov	076 03	Hraň	Hraň	811	KI	
Hraničné	Hraničné	Stará Ľubovňa	065 22	Mníšek nad Popradom	Mníšek nad Popradom	710	PV	
Hranovnica	Hranovnica	Poprad	059 16	Hranovnica	Hranovnica	706	PV	
Hrašné	Hrašné	Myjava	916 14	Hrašné	Hrašné	303	TC	
Hrašovík	Hrašovík	Košice-okolie	044 42	Rozhanovce	Rozhanovce	806	KI	
Hrboltová	Hrboltová	Ružomberok	034 01	Ružomberok 1	Ružomberok 1	508	ZI	
Hrčeľ	Hrčeľ	Trebišov	076 15	Veľaty	Veľaty	811	KI	
Hrhov	Hrhov	Rožňava	049 44	Hrhov	Hrhov	808	KI	
Hriadky	Hriadky	Trebišov	076 22	Vojčice	Vojčice	811	KI	
Hričovské Podhradie	Hričovské Podhradie	Žilina	013 41	Dolný Hričov	Dolný Hričov	511	ZI	
Hriňová	Hriňová	Detva	962 05	Hriňová	Hriňová	604	BC	
Hrišovce	Hrišovce	Gelnica	053 51	Kluknava	Kluknava	801	KI	
Hrkáč	Hrkáč	Rimavská Sobota	982 62	Gemerská Ves	Gemerská Ves	609	BC	
Hrkovce	Hrkovce	Levice	936 01	Šahy	Šahy	402	NI	
Hrlica	Hrlica	Revúca	982 66	Ratkovské Bystré	Ratkovské Bystré	608	BC	
Hrnčiarky	Hrnčiarky	Poltár	985 22	Cinobaňa	Cinobaňa	607	BC	
Hrnčiarovce nad Parnou	Hrnčiarovce n/Parnou	Trnava	919 35	Hrnčiarovce nad Parnou	Hrnčiarovce nad Par.	207	TA	
Hrnčiarové	Hrnčiarové	Nové Mesto n.Váhom	916 12	Lubina	Lubina	304	TC	
Hrnčiarska Ves	Hrnčiarska Ves	Poltár	980 13	Hrnčiarska Ves	Hrnčiarska Ves	607	BC	
Hrnčiarske Zalužany	Hrnčiarske Zalužany	Poltár	980 12	Hrnčiarske Zalužany	Hrnčiarske Zalužany	607	BC	
Hrochoť	Hrochoť	Banská Bystrica	976 37	Hrochoť	Hrochoť	601	BC	
Hromoš	Hromoš	Stará Ľubovňa	065 45	Plavnica	Plavnica	710	PV	
Hronec	Hronec	Brezno	976 45	Hronec	Hronec	603	BC	
Hronovce	Hronovce	Levice	935 61	Hronovce	Hronovce	402	NI	
Hronsek	Hronsek	Banská Bystrica	976 31	Vlkanová	Vlkanová	601	BC	
Hronská Breznica	Hronská Breznica	Zvolen	966 11	Trnava Hora	Trnava Hora	611	BC	
Hronská Dúbrava	Hronská Dúbrava	Žiar nad Hronom	966 11	Trnava Hora	Trnava Hora	613	BC	
Hronské Kľačany	Hronské Kľačany	Levice			Pozri zoz.ulíc s PSČ	402	NI	
Hronské Kosihy	Hronské Kosihy	Levice	935 27	Hronské Kosihy	Hronské Kosihy	402	NI	
Hronský Beňadik	Hronský Beňadik	Žarnovica	966 53	Hronský Beňadik	Hronský Beňadik	612	BC	
Hrubá Borša	Hrubá Borša	Senec	925 23	Jelka	Jelka	108	BL	
Hrubá Strana	Hrubá Strana	Nové Mesto n.Váhom	916 11	Bzince pod Javorinou	Bzince pod Javorinou	304	TC	
Hruboňovo	Hruboňovo	Nitra	951 25	Hruboňovo pri Nitre	Hruboňovo pri Nitre	403	NI	
Hrubov	Hrubov	Humenné	067 23	Baškovce pri Humennom	Baškovce pri Humen.	702	PV	
Hrubý Buk	Hrubý Buk	Čadca	023 52	Olešná pri Čadci	Olešná pri Čadci	502	ZI	
Hrubý Šúr	Hrubý Šúr	Senec	903 01	Senec	Senec	108	BL	
Hrušov	Hrušov	Veľký Krtíš	991 42	Hrušov	Hrušov	610	BC	
Hrušov	Hrušov	Rožňava	049 43	Jablonov nad Turňou	Jablonov nad Turňou	808	KI	
Hrušov	Hrušov	Trebišov	076 37	Rad	Rad	811	KI	
Hrušovany	Hrušovany	Topoľčany	956 13	Koniarovce	Koniarovce	406	NI	
Hrušové	Hrušové	Nové Mesto n.Váhom	916 11	Bzince pod Javorinou	Bzince pod Javorinou	304	TC	
Hrušovo	Hrušovo	Rimavská Sobota	980 25	Hrušovo	Hrušovo	609	BC	
Hruštín	Hruštín	Námestovo	029 52	Hruštín	Hruštín	507	ZI	
Hubice	Hubice	Dunajská Streda	930 39	Zlaté Klasy	Zlaté Klasy	201	TA	
Hubina	Hubina	Piešťany	922 21	Moravany nad Váhom	Moravany nad Váhom	204	TA	
Hubošovce	Hubošovce	Sabinov	082 66	Uzovce	Uzovce	708	PV	
Hubová	Hubová	Ružomberok	034 91	Ľubochňa	Ľubochňa	508	ZI	
Hubovo	Hubovo	Rimavská Sobota	980 50	Včelince	Včelince	609	BC	
Hucín	Hucín	Revúca	049 13	Hucín	Hucín	608	BC	
Hudcovce	Hudcovce	Humenné	067 45	Topoľovka	Topoľovka	702	PV	
Hul	Hul	Nové Zámky	941 44	Hul	Hul	404	NI	
Humenné	Humenné	Humenné	066 01	Humenné 1	Humenné 1	702	PV	
Huncovce	Huncovce	Kežmarok	059 92	Huncovce	Huncovce	703	PV	
